VUOSI;VIIKKO;VAR_N_OSTOT;ATC_KOODI;SHORTAGE
2024;14;476;N05AD01;66
2024;14;45;N05AE03;66
2024;14;71;N05AE04;66
2024;14;107;N05AE05;66
2024;14;414;N05AF03;66
2024;14;156;N05AF05;66
2024;14;3835;N05AH02;66
2024;14;5680;N05AH03;66
2024;14;14530;N05AH04;66
2024;14;57;N05AL05;66
2024;14;708;N05AN01;66
2024;14;7538;N05AX08;66
2024;14;2798;N05AX12;66
2024;14;283;N05AX13;66
2024;14;205;N05AX15;66
2024;14;204;N05AX16;66
2024;14;1184;N05BA01;66
2024;14;9654;N05BA04;66
2024;14;1617;N05BA06;66
2024;14;391;N05BA09;66
2024;14;1388;N05BA12;66
2024;14;378;N05BE01;66
2024;14;103;N05CD08;66
2024;14;8463;N05CF01;66
2024;14;3689;N05CF02;66
2024;14;149;N06AA04;66
2024;14;108;N06AA10;66
2024;14;2328;N06AB03;66
2024;14;3744;N06AB04;66
2024;14;938;N06AB05;66
2024;14;5461;N06AB06;66
2024;14;9167;N06AB10;66
2024;14;169;N06AG02;66
2024;14;407;N06AX03;66
2024;14;15043;N06AX11;66
2024;14;3543;N06AX12;66
2024;14;6825;N06AX16;66
2024;14;4550;N06AX21;66
2024;14;601;N06AX22;66
2024;14;5955;N06AX26;66
2024;14;203;N06BA02;66
2024;14;10283;N06BA04;66
2024;14;66;N06BA07;66
2024;14;440;N06BA09;66
2024;14;2514;N06BA12;66
2024;14;740;N06CA01;66
2024;14;4936;N06DA02;66
2024;14;2216;N06DA03;66
2024;14;2182;N06DA04;66
2024;14;11560;N06DX01;66
2024;14;190;N07AA02;66
2024;14;150;N07BB01;66
2024;14;43;N07BC02;66
2024;14;174;N07BC51;66
2024;14;1161;N07CA01;66
2024;14;25;N07XX04;66
2024;14;1050;P01AB01;1
2024;14;2132;P01BA02;1
2024;14;450;R01AD01;12
2024;14;1942;R01AD08;12
2024;14;5256;R01AD09;12
2024;14;5109;R01AD12;12
2024;14;6380;R01AD58;12
2024;14;2389;R01AD59;12
2024;14;16110;R03AC02;12
2024;14;963;R03AC03;12
2024;14;212;R03AC12;12
2024;14;402;R03AC13;12
2024;14;38;R03AC18;12
2024;14;53;R03AC19;12
2024;14;4134;R03AK06;12
2024;14;6327;R03AK07;12
2024;14;2208;R03AK08;12
2024;14;2862;R03AK10;12
2024;14;605;R03AK11;12
2024;14;413;R03AL01;12
2024;14;61;R03AL02;12
2024;14;422;R03AL03;12
2024;14;66;R03AL04;12
2024;14;18;R03AL05;12
2024;14;522;R03AL06;12
2024;14;962;R03AL08;12
2024;14;1647;R03AL09;12
2024;14;361;R03AL11;12
2024;14;1274;R03BA01;12
2024;14;2625;R03BA02;12
2024;14;3977;R03BA05;12
2024;14;76;R03BA07;12
2024;14;2517;R03BA08;12
2024;14;2596;R03BB04;12
2024;14;33;R03BB06;12
2024;14;211;R03BB07;12
2024;14;241;R03DA04;12
2024;14;4862;R03DC03;12
2024;14;76;R03DX05;12
2024;14;46;R03DX07;12
2024;14;85;R03DX09;12
2024;14;8253;R06AE07;12
2024;14;2114;R06AE09;12
2024;14;985;R06AX13;12
2024;14;2935;R06AX22;12
2024;14;1278;R06AX26;12
2024;14;10164;R06AX27;12
2024;14;31;S01AD03;4
2024;14;21;S01EA03;4
2024;14;237;S01EA05;4
2024;14;194;S01EC01;4
2024;14;142;S01EC03;4
2024;14;1206;S01EC04;4
2024;14;324;S01EC54;4
2024;14;252;S01ED01;4
2024;14;4018;S01ED51;4
2024;14;1748;S01EE01;4
2024;14;523;S01EE03;4
2024;14;267;S01EE04;4
2024;14;1076;S01EE05;4
2024;14;89;S01EE51;4
2024;14;2295;S01GX01;4
2024;14;811;S01GX08;4
2024;14;290;S01GX09;4
2024;14;156;S01XA18;4
2024;14;7496;S01XA20;4
2024;14;143;V01AA02;0
2024;14;194;V01AA05;0
2024;14;75;V03AE01;0
2024;14;37;V03AE02;0
2024;14;29;V03AE03;0
2024;15;3039;A02BC01;19
2024;15;33364;A02BC02;19
2024;15;2785;A02BC03;19
2024;15;1113;A02BC04;19
2024;15;9001;A02BC05;19
2024;15;1082;A03FA01;19
2024;15;684;A04AA01;19
2024;15;236;A04AA02;19
2024;15;295;A04AA55;19
2024;15;29;A04AD12;19
2024;15;513;A05AA02;19
2024;15;3098;A06AC01;19
2024;15;1835;A06AD11;19
2024;15;172;A06AH03;19
2024;15;35;A06AX04;19
2024;15;54;A07AA09;19
2024;15;68;A07AA11;19
2024;15;620;A07EA06;19
2024;15;1939;A07EC01;19
2024;15;3504;A07EC02;19
2024;15;192;A08AA62;19
2024;15;907;A09AA02;19
2024;15;497;A10AB04;19
2024;15;3542;A10AB05;19
2024;15;194;A10AB06;19
2024;15;170;A10AC01;19
2024;15;44;A10AD05;19
2024;15;4148;A10AE04;19
2024;15;873;A10AE05;19
2024;15;1952;A10AE06;19
2024;15;27156;A10BA02;19
2024;15;1868;A10BD07;19
2024;15;243;A10BD08;19
2024;15;127;A10BD11;19
2024;15;420;A10BD15;19
2024;15;49;A10BD19;19
2024;15;892;A10BD20;19
2024;15;258;A10BG03;19
2024;15;4458;A10BH01;19
2024;15;564;A10BH02;19
2024;15;17;A10BH03;19
2024;15;4403;A10BH05;19
2024;15;249;A10BJ01;19
2024;15;819;A10BJ02;19
2024;15;1077;A10BJ05;19
2024;15;7790;A10BJ06;19
2024;15;7269;A10BK01;19
2024;15;269;A10BK02;19
2024;15;10062;A10BK03;19
2024;15;117;A10BX02;19
2024;15;474;A11CC03;19
2024;15;218;A12AA04;19
2024;15;19584;A12AX;19
2024;15;2583;B01AA03;8
2024;15;93;B01AB04;8
2024;15;1410;B01AB05;8
2024;15;1360;B01AB10;8
2024;15;7673;B01AC04;8
2024;15;108;B01AC07;8
2024;15;500;B01AC24;8
2024;15;1943;B01AC30;8
2024;15;1765;B01AE07;8
2024;15;8826;B01AF01;8
2024;15;20507;B01AF02;8
2024;15;2498;B01AF03;8
2024;15;726;B02AA02;8
2024;15;22;B02BD02;8
2024;15;11;B02BX04;8
2024;15;22;B02BX05;8
2024;15;19;B02BX06;8
2024;15;25;B03BA01;8
2024;15;844;B03BA03;8
2024;15;74;B03XA01;8
2024;15;324;B03XA02;8
2024;15;134;B03XA03;8
2024;15;96;B05DA;8
2024;15;175;B05DB;8
2024;15;2836;C01AA05;40
2024;15;866;C01BC04;40
2024;15;401;C01BD01;40
2024;15;52;C01BD07;40
2024;15;21;C01CA17;40
2024;15;795;C01CA24;40
2024;15;955;C01DA02;40
2024;15;3433;C01DA08;40
2024;15;6904;C01DA14;40
2024;15;115;C02AC02;40
2024;15;1350;C02AC05;40
2024;15;39;C02KX04;40
2024;15;21;C02KX05;40
2024;15;326;C03BA11;40
2024;15;25473;C03CA01;40
2024;15;7336;C03DA01;40
2024;15;1521;C03EA01;40
2024;15;19;C03EB01;40
2024;15;2252;C07AA05;40
2024;15;183;C07AA07;40
2024;15;9333;C07AB02;40
2024;15;656;C07AB03;40
2024;15;52048;C07AB07;40
2024;15;228;C07AB08;40
2024;15;1005;C07AB12;40
2024;15;1302;C07AG02;40
2024;15;919;C07BB07;40
2024;15;49;C07BB12;40
2024;15;432;C07FB02;40
2024;15;33073;C08CA01;40
2024;15;3380;C08CA02;40
2024;15;289;C08CA10;40
2024;15;9558;C08CA13;40
2024;15;516;C08DA01;40
2024;15;466;C08DB01;40
2024;15;7437;C09AA02;40
2024;15;952;C09AA03;40
2024;15;1674;C09AA04;40
2024;15;15605;C09AA05;40
2024;15;2177;C09BA02;40
2024;15;384;C09BA03;40
2024;15;411;C09BA04;40
2024;15;287;C09BA05;40
2024;15;160;C09BB02;40
2024;15;706;C09BB04;40
2024;15;20;C09BB07;40
2024;15;250;C09BX01;40
2024;15;23963;C09CA01;40
2024;15;59;C09CA02;40
2024;15;6133;C09CA03;40
2024;15;20357;C09CA06;40
2024;15;4098;C09CA07;40
2024;15;436;C09CA08;40
2024;15;5867;C09DA01;40
2024;15;67;C09DA02;40
2024;15;1934;C09DA03;40
2024;15;3676;C09DA06;40
2024;15;1642;C09DA07;40
2024;15;87;C09DA08;40
2024;15;1529;C09DB01;40
2024;15;46;C09DB02;40
2024;15;62;C09DB07;40
2024;15;980;C09DX01;40
2024;15;654;C09DX04;40
2024;15;17380;C10AA01;40
2024;15;961;C10AA03;40
2024;15;756;C10AA04;40
2024;15;37375;C10AA05;40
2024;15;32669;C10AA07;40
2024;15;310;C10AB05;40
2024;15;306;C10AC01;40
2024;15;11690;C10AX09;40
2024;15;154;C10AX13;40
2024;15;329;C10BA06;40
2024;15;93;C10BX11;40
2024;15;23;D01AA02;10
2024;15;184;D01AE15;10
2024;15;1278;D01BA02;10
2024;15;29;D05AX02;10
2024;15;624;D05AX52;10
2024;15;158;D05BB02;10
2024;15;43;D06BB03;10
2024;15;269;D06BB10;10
2024;15;416;D06BX01;10
2024;15;933;D07AA02;10
2024;15;2247;D07AB02;10
2024;15;463;D07AB08;10
2024;15;4034;D07AC01;10
2024;15;1184;D07AC13;10
2024;15;45;D07AC14;10
2024;15;1857;D07AD01;10
2024;15;330;D07BA04;10
2024;15;716;D07BB04;10
2024;15;740;D07XC01;10
2024;15;62;D09AB01;10
2024;15;315;D10AX03;10
2024;15;1121;D10BA01;10
2024;15;134;D11AH01;10
2024;15;32;D11AH02;10
2024;15;375;D11AH05;10
2024;15;232;G02BA03;16
2024;15;27;G02CB03;16
2024;15;2280;G03BA03;16
2024;15;22152;G03CA03;16
2024;15;19;G03CA04;16
2024;15;206;G03CX01;16
2024;15;179;G03DA02;16
2024;15;157;G03DB08;16
2024;15;197;G03DC03;16
2024;15;1428;G03FA01;16
2024;15;589;G03FA12;16
2024;15;1405;G03FA14;16
2024;15;127;G03FA17;16
2024;15;503;G03FB05;16
2024;15;30;G03FB06;16
2024;15;481;G03FB08;16
2024;15;113;G03GA02;16
2024;15;202;G03GA05;16
2024;15;445;G03HB01;16
2024;15;138;G04BD04;16
2024;15;99;G04BD07;16
2024;15;686;G04BD08;16
2024;15;122;G04BD09;16
2024;15;15;G04BD10;16
2024;15;117;G04BD11;16
2024;15;5417;G04BD12;16
2024;15;19;G04BE01;16
2024;15;130;G04BE03;16
2024;15;56;G04BE30;16
2024;15;3640;G04CA01;16
2024;15;8983;G04CA02;16
2024;15;5071;G04CA52;16
2024;15;4460;G04CB01;16
2024;15;2004;G04CB02;16
2024;15;237;H01AC01;6
2024;15;406;H01BA02;6
2024;15;49;H01CA02;6
2024;15;76;H01CB02;6
2024;15;134;H01CB03;6
2024;15;133;H01CC01;6
2024;15;38;H01CC54;6
2024;15;116;H02AA02;6
2024;15;661;H02AB02;6
2024;15;533;H02AB04;6
2024;15;2721;H02AB06;6
2024;15;574;H02AB09;6
2024;15;19;H02BX01;6
2024;15;36413;H03AA01;6
2024;15;633;H03BB01;6
2024;15;62;H04AA01;6
2024;15;251;H05BX01;6
2024;15;2855;J01AA02;13
2024;15;7480;J01CA04;13
2024;15;3007;J01CA08;13
2024;15;478;J01CE08;13
2024;15;874;J01CF05;13
2024;15;3342;J01CR02;13
2024;15;7324;J01DB01;13
2024;15;993;J01EA01;13
2024;15;255;J01EE02;13
2024;15;66;J01FA06;13
2024;15;272;J01FA09;13
2024;15;1202;J01FA10;13
2024;15;518;J01FF01;13
2024;15;920;J01MA02;13
2024;15;298;J01MA12;13
2024;15;116;J01MA14;13
2024;15;17;J01XX08;13
2024;15;1127;J02AC01;13
2024;15;254;J02AC02;13
2024;15;26;J04AB02;13
2024;15;40;J04BA02;13
2024;15;1995;J05AB01;13
2024;15;1905;J05AB11;13
2024;15;175;J06BA01;13
2024;15;52;L01AX03;24
2024;15;275;L01BB02;24
2024;15;85;L01BC02;24
2024;15;279;L01BC06;24
2024;15;42;L01BC59;24
2024;15;36;L01CA04;24
2024;15;61;L01EA01;24
2024;15;17;L01EA03;24
2024;15;58;L01EB04;24
2024;15;27;L01EC02;24
2024;15;14;L01ED03;24
2024;15;24;L01EE01;24
2024;15;121;L01EF01;24
2024;15;32;L01EF02;24
2024;15;100;L01EF03;24
2024;15;51;L01EJ01;24
2024;15;51;L01EL01;24
2024;15;28;L01EX01;24
2024;15;52;L01EX07;24
2024;15;18;L01EX08;24
2024;15;90;L01EX09;24
2024;15;41;L01FC01;24
2024;15;49;L01XK01;24
2024;15;391;L01XX05;24
2024;15;18;L01XX35;24
2024;15;63;L01XX52;24
2024;15;571;L02AE02;24
2024;15;49;L02AE03;24
2024;15;181;L02AE04;24
2024;15;301;L02BA01;24
2024;15;92;L02BA03;24
2024;15;299;L02BB03;24
2024;15;337;L02BB04;24
2024;15;138;L02BB05;24
2024;15;68;L02BB06;24
2024;15;106;L02BG03;24
2024;15;1390;L02BG04;24
2024;15;187;L02BG06;24
2024;15;164;L02BX02;24
2024;15;86;L02BX03;24
2024;15;188;L03AA02;24
2024;15;395;L03AA13;24
2024;15;38;L03AB07;24
2024;15;21;L03AB13;24
2024;15;31;L03AX13;24
2024;15;556;L04AA06;24
2024;15;104;L04AA24;24
2024;15;57;L04AA32;24
2024;15;441;L04AB01;24
2024;15;436;L04AB02;24
2024;15;962;L04AB04;24
2024;15;118;L04AB05;24
2024;15;312;L04AB06;24
2024;15;217;L04AC05;24
2024;15;114;L04AC07;24
2024;15;196;L04AC10;24
2024;15;124;L04AC13;24
2024;15;101;L04AC16;24
2024;15;92;L04AC18;24
2024;15;391;L04AD01;24
2024;15;461;L04AD02;24
2024;15;53;L04AE01;24
2024;15;82;L04AF01;24
2024;15;40;L04AF02;24
2024;15;191;L04AF03;24
2024;15;262;L04AG05;24
2024;15;139;L04AG12;24
2024;15;339;L04AK01;24
2024;15;77;L04AK02;24
2024;15;877;L04AX01;24
2024;15;5617;L04AX03;24
2024;15;162;L04AX04;24
2024;15;31;L04AX05;24
2024;15;44;L04AX06;24
2024;15;118;L04AX07;24
2024;15;3464;M01AB05;11
2024;15;43;M01AB55;11
2024;15;625;M01AC06;11
2024;15;23544;M01AE01;11
2024;15;3415;M01AE02;11
2024;15;140;M01AE03;11
2024;15;113;M01AG02;11
2024;15;421;M01AH01;11
2024;15;11566;M01AH05;11
2024;15;485;M02AA10;11
2024;15;254;M03AX01;11
2024;15;874;M03BX01;11
2024;15;5883;M03BX02;11
2024;15;6027;M04AA01;11
2024;15;136;M04AA03;11
2024;15;1583;M05BA04;11
2024;15;108;M05BA06;11
2024;15;248;M05BA07;11
2024;15;89;M05BB03;11
2024;15;1498;M05BX04;11
2024;15;221;N02AA01;72
2024;15;31;N02AA03;72
2024;15;5096;N02AA05;72
2024;15;876;N02AB03;72
2024;15;4587;N02AE01;72
2024;15;8703;N02AJ06;72
2024;15;427;N02AJ13;72
2024;15;4743;N02AX02;72
2024;15;52205;N02BE01;72
2024;15;9021;N02BF01;72
2024;15;8777;N02BF02;72
2024;15;38;N02CC;72
2024;15;3312;N02CC01;72
2024;15;140;N02CC02;72
2024;15;678;N02CC03;72
2024;15;630;N02CC04;72
2024;15;352;N02CC05;72
2024;15;758;N02CC06;72
2024;15;476;N02CC07;72
2024;15;256;N02CD01;72
2024;15;165;N02CD02;72
2024;15;435;N02CD03;72
2024;15;166;N02CD06;72
2024;15;110;N03AB02;72
2024;15;1317;N03AE01;72
2024;15;1389;N03AF01;72
2024;15;1734;N03AF02;72
2024;15;13;N03AF03;72
2024;15;42;N03AF04;72
2024;15;4883;N03AG01;72
2024;15;3132;N03AX09;72
2024;15;605;N03AX11;72
2024;15;2622;N03AX14;72
2024;15;115;N03AX15;72
2024;15;839;N03AX18;72
2024;15;133;N03AX22;72
2024;15;295;N03AX23;72
2024;15;40;N03AX24;72
2024;15;53;N03AX25;72
2024;15;424;N04AA02;72
2024;15;3157;N04BA02;72
2024;15;660;N04BA03;72
2024;15;51;N04BB01;72
2024;15;319;N04BC04;72
2024;15;2618;N04BC05;72
2024;15;46;N04BC06;72
2024;15;61;N04BC09;72
2024;15;192;N04BD01;72
2024;15;168;N04BD02;72
2024;15;20;N04BX02;72
2024;15;65;N04BX04;72
2024;15;887;N05AA02;72
2024;15;824;N05AB03;72
2024;15;595;N05AD01;72
2024;15;45;N05AE03;72
2024;15;84;N05AE04;72
2024;15;111;N05AE05;72
2024;15;477;N05AF03;72
2024;15;185;N05AF05;72
2024;15;4330;N05AH02;72
2024;15;6594;N05AH03;72
2024;15;15840;N05AH04;72
2024;15;60;N05AL05;72
2024;15;845;N05AN01;72
2024;15;9355;N05AX08;72
2024;15;3015;N05AX12;72
2024;15;297;N05AX13;72
2024;15;230;N05AX15;72
2024;15;214;N05AX16;72
2024;15;1196;N05BA01;72
2024;15;10626;N05BA04;72
2024;15;2042;N05BA06;72
2024;15;446;N05BA09;72
2024;15;1524;N05BA12;72
2024;15;409;N05BE01;72
2024;15;148;N05CD08;72
2024;15;9003;N05CF01;72
2024;15;3704;N05CF02;72
2024;15;200;N06AA04;72
2024;15;123;N06AA10;72
2024;15;2512;N06AB03;72
2024;15;3809;N06AB04;72
2024;15;894;N06AB05;72
2024;15;6141;N06AB06;72
2024;15;9645;N06AB10;72
2024;15;147;N06AG02;72
2024;15;396;N06AX03;72
2024;15;16019;N06AX11;72
2024;15;3668;N06AX12;72
2024;15;7274;N06AX16;72
2024;15;4789;N06AX21;72
2024;15;590;N06AX22;72
2024;15;6557;N06AX26;72
2024;15;204;N06BA02;72
2024;15;11521;N06BA04;72
2024;15;82;N06BA07;72
2024;15;493;N06BA09;72
2024;15;2638;N06BA12;72
2024;15;718;N06CA01;72
2024;15;5670;N06DA02;72
2024;15;2370;N06DA03;72
2024;15;2786;N06DA04;72
2024;15;13892;N06DX01;72
2024;15;191;N07AA02;72
2024;15;176;N07BB01;72
2024;15;52;N07BC02;72
2024;15;169;N07BC51;72
2024;15;1280;N07CA01;72
2024;15;29;N07XX04;72
2024;15;1146;P01AB01;1
2024;15;2144;P01BA02;1
2024;15;469;R01AD01;12
2024;15;2175;R01AD08;12
2024;15;5981;R01AD09;12
2024;15;6590;R01AD12;12
2024;15;7337;R01AD58;12
2024;15;2888;R01AD59;12
2024;15;16426;R03AC02;12
2024;15;986;R03AC03;12
2024;15;196;R03AC12;12
2024;15;355;R03AC13;12
2024;15;34;R03AC18;12
2024;15;46;R03AC19;12
2024;15;3885;R03AK06;12
2024;15;6139;R03AK07;12
2024;15;2054;R03AK08;12
2024;15;2701;R03AK10;12
2024;15;603;R03AK11;12
2024;15;405;R03AL01;12
2024;15;67;R03AL02;12
2024;15;320;R03AL03;12
2024;15;49;R03AL04;12
2024;15;26;R03AL05;12
2024;15;472;R03AL06;12
2024;15;810;R03AL08;12
2024;15;1527;R03AL09;12
2024;15;304;R03AL11;12
2024;15;1229;R03BA01;12
2024;15;2554;R03BA02;12
2024;15;4087;R03BA05;12
2024;15;76;R03BA07;12
2024;15;2348;R03BA08;12
2024;15;2280;R03BB04;12
2024;15;38;R03BB06;12
2024;15;148;R03BB07;12
2024;15;224;R03DA04;12
2024;15;4969;R03DC03;12
2024;15;70;R03DX05;12
2024;15;32;R03DX07;12
2024;15;102;R03DX09;12
2024;15;9847;R06AE07;12
2024;15;2339;R06AE09;12
2024;15;1151;R06AX13;12
2024;15;3517;R06AX22;12
2024;15;1561;R06AX26;12
2024;15;12872;R06AX27;12
2024;15;14;S01AD03;4
2024;15;36;S01EA03;4
2024;15;244;S01EA05;4
2024;15;219;S01EC01;4
2024;15;117;S01EC03;4
2024;15;1197;S01EC04;4
2024;15;332;S01EC54;4
2024;15;295;S01ED01;4
2024;15;4089;S01ED51;4
2024;15;1754;S01EE01;4
2024;15;547;S01EE03;4
2024;15;272;S01EE04;4
2024;15;1057;S01EE05;4
2024;15;135;S01EE51;4
2024;15;2916;S01GX01;4
2024;15;1136;S01GX08;4
2024;15;430;S01GX09;4
2024;15;177;S01XA18;4
2024;15;7472;S01XA20;4
2024;15;182;V01AA02;1
2024;15;207;V01AA05;1
2024;15;64;V03AE01;1
2024;15;33;V03AE02;1
2024;15;23;V03AE03;1
2024;1;1806;A;0
2024;1;556;B;0
2024;1;4410;C;3
2024;1;205;D;0
2024;1;822;G;0
2024;1;523;H;0
2024;1;601;J;0
2024;1;212;L;1
2024;1;722;M;0
2024;1;3280;N;7
2024;1;35;P;0
2024;1;1114;R;0
2024;1;274;S;0
2024;1;3337;A;0
2024;1;927;B;0
2024;1;7858;C;3
2024;1;451;D;0
2024;1;1327;G;0
2024;1;956;H;0
2024;1;1377;J;0
2024;1;399;L;1
2024;1;1520;M;0
2024;1;6582;N;7
2024;1;72;P;0
2024;1;2423;R;0
2024;1;450;S;0
2024;1;7190;A;0
2024;1;2378;B;0
2024;1;18623;C;3
2024;1;1104;D;0
2024;1;3663;G;0
2024;1;2270;H;0
2024;1;3099;J;0
2024;1;911;L;1
2024;1;3331;M;0
2024;1;14864;N;7
2024;1;161;P;0
2024;1;4932;R;0
2024;1;1114;S;0
2024;1;33;V;0
2024;1;3889;A;0
2024;1;1085;B;0
2024;1;9118;C;3
2024;1;663;D;0
2024;1;1703;G;0
2024;1;1269;H;0
2024;1;1816;J;0
2024;1;453;L;1
2024;1;2086;M;0
2024;1;7976;N;7
2024;1;99;P;0
2024;1;2932;R;0
2024;1;645;S;0
2024;1;10156;A;0
2024;1;2899;B;0
2024;1;21321;C;3
2024;1;1184;D;0
2024;1;4409;G;0
2024;1;3037;H;0
2024;1;3711;J;0
2024;1;1120;L;1
2024;1;4551;M;0
2024;1;20515;N;7
2024;1;241;P;0
2024;1;5640;R;0
2024;1;1245;S;0
2024;1;47;V;0
2024;1;4812;A;0
2024;1;1764;B;0
2024;1;11948;C;3
2024;1;489;D;0
2024;1;2041;G;0
2024;1;1407;H;0
2024;1;1581;J;0
2024;1;454;L;1
2024;1;1998;M;0
2024;1;9960;N;7
2024;1;124;P;0
2024;1;2608;R;0
2024;1;534;S;0
2024;1;16;V;0
2024;1;3780;A;0
2024;1;1304;B;0
2024;1;8716;C;3
2024;1;408;D;0
2024;1;1610;G;0
2024;1;1066;H;0
2024;1;1040;J;0
2024;1;393;L;1
2024;1;1430;M;0
2024;1;7280;N;7
2024;1;82;P;0
2024;1;2049;R;0
2024;1;432;S;0
2024;1;19;V;0
2024;1;8945;A;0
2024;1;2668;B;0
2024;1;20495;C;3
2024;1;1446;D;0
2024;1;4154;G;0
2024;1;2851;H;0
2024;1;3458;J;0
2024;1;1192;L;1
2024;1;3976;M;0
2024;1;19102;N;7
2024;1;271;P;0
2024;1;5459;R;0
2024;1;1408;S;0
2024;1;42;V;0
2024;1;3960;A;0
2024;1;1357;B;0
2024;1;9695;C;3
2024;1;455;D;0
2024;1;1956;G;0
2024;1;1183;H;0
2024;1;1230;J;0
2024;1;456;L;1
2024;1;1633;M;0
2024;1;7808;N;7
2024;1;63;P;0
2024;1;2209;R;0
2024;1;559;S;0
2024;1;3815;A;0
2024;1;1195;B;0
2024;1;9021;C;3
2024;1;351;D;0
2024;1;1493;G;0
2024;1;1015;H;0
2024;1;1089;J;0
2024;1;343;L;1
2024;1;1454;M;0
2024;1;7546;N;7
2024;1;74;P;0
2024;1;1953;R;0
2024;1;451;S;0
2024;1;2301;A;0
2024;1;949;B;0
2024;1;6021;C;3
2024;1;292;D;0
2024;1;983;G;0
2024;1;628;H;0
2024;1;776;J;0
2024;1;297;L;1
2024;1;947;M;0
2024;1;4798;N;7
2024;1;39;P;0
2024;1;1456;R;0
2024;1;288;S;0
2024;1;2882;A;0
2024;1;1085;B;0
2024;1;7472;C;3
2024;1;284;D;0
2024;1;1173;G;0
2024;1;843;H;0
2024;1;694;J;0
2024;1;295;L;1
2024;1;1145;M;0
2024;1;5783;N;7
2024;1;59;P;0
2024;1;1467;R;0
2024;1;361;S;0
2024;1;5668;A;0
2024;1;1948;B;0
2024;1;14630;C;3
2024;1;591;D;0
2024;1;2500;G;0
2024;1;1867;H;0
2024;1;1593;J;0
2024;1;542;L;1
2024;1;2131;M;0
2024;1;12848;N;7
2024;1;126;P;0
2024;1;3028;R;0
2024;1;570;S;0
2024;1;4243;A;0
2024;1;1476;B;0
2024;1;11082;C;3
2024;1;360;D;0
2024;1;1520;G;0
2024;1;1120;H;0
2024;1;871;J;0
2024;1;324;L;1
2024;1;1381;M;0
2024;1;8528;N;7
2024;1;88;P;0
2024;1;1776;R;0
2024;1;277;S;0
2024;1;11;V;0
2024;1;4642;A;0
2024;1;1747;B;0
2024;1;12216;C;3
2024;1;588;D;0
2024;1;2217;G;0
2024;1;1505;H;0
2024;1;1351;J;0
2024;1;633;L;1
2024;1;1836;M;0
2024;1;10830;N;7
2024;1;104;P;0
2024;1;3111;R;0
2024;1;693;S;0
2024;1;20;V;0
2024;1;4201;A;0
2024;1;1480;B;0
2024;1;10100;C;3
2024;1;380;D;0
2024;1;1594;G;0
2024;1;1181;H;0
2024;1;1184;J;0
2024;1;385;L;1
2024;1;1476;M;0
2024;1;9037;N;7
2024;1;110;P;0
2024;1;2103;R;0
2024;1;411;S;0
2024;1;2706;A;0
2024;1;906;B;0
2024;1;6349;C;3
2024;1;279;D;0
2024;1;1057;G;0
2024;1;807;H;0
2024;1;874;J;0
2024;1;301;L;1
2024;1;987;M;0
2024;1;5715;N;7
2024;1;45;P;0
2024;1;1656;R;0
2024;1;283;S;0
2024;1;11;V;0
2024;1;1508;A;0
2024;1;488;B;0
2024;1;3680;C;3
2024;1;145;D;0
2024;1;585;G;0
2024;1;391;H;0
2024;1;434;J;0
2024;1;141;L;1
2024;1;483;M;0
2024;1;3234;N;7
2024;1;28;P;0
2024;1;892;R;0
2024;1;136;S;0
2024;1;7718;A;0
2024;1;2815;B;0
2024;1;20632;C;3
2024;1;1048;D;0
2024;1;3296;G;0
2024;1;2274;H;0
2024;1;2322;J;0
2024;1;720;L;1
2024;1;2814;M;0
2024;1;16849;N;7
2024;1;174;P;0
2024;1;4918;R;0
2024;1;686;S;0
2024;1;30;V;0
2024;1;1646;A;0
2024;1;533;B;0
2024;1;4146;C;3
2024;1;149;D;0
2024;1;657;G;0
2024;1;483;H;0
2024;1;375;J;0
2024;1;175;L;1
2024;1;596;M;0
2024;1;3304;N;7
2024;1;36;P;0
2024;1;892;R;0
2024;1;157;S;0
2024;1;3883;A;0
2024;1;1287;B;0
2024;1;9786;C;3
2024;1;396;D;0
2024;1;1526;G;0
2024;1;926;H;0
2024;1;1000;J;0
2024;1;375;L;1
2024;1;1356;M;0
2024;1;7106;N;7
2024;1;93;P;0
2024;1;2175;R;0
2024;1;395;S;0
2024;1;9636;A;0
2024;1;3048;B;0
2024;1;22770;C;3
2024;1;1539;D;0
2024;1;4637;G;0
2024;1;2964;H;0
2024;1;4164;J;0
2024;1;1165;L;1
2024;1;4456;M;0
2024;1;21872;N;7
2024;1;201;P;0
2024;1;6502;R;0
2024;1;1651;S;0
2024;1;47;V;0
2024;1;401;A;0
2024;1;158;B;0
2024;1;1202;C;3
2024;1;43;D;0
2024;1;219;G;0
2024;1;169;H;0
2024;1;121;J;0
2024;1;58;L;1
2024;1;145;M;0
2024;1;920;N;7
2024;1;226;R;0
2024;1;49;S;0
2024;2;2575;A;1
2024;2;846;B;0
2024;2;6686;C;4
2024;2;303;D;0
2024;2;1079;G;0
2024;2;762;H;0
2024;2;661;J;0
2024;2;298;L;1
2024;2;1000;M;0
2024;2;4631;N;10
2024;2;49;P;0
2024;2;1353;R;0
2024;2;467;S;0
2024;2;5061;A;1
2024;2;1515;B;0
2024;2;11785;C;4
2024;2;594;D;0
2024;2;1938;G;0
2024;2;1411;H;0
2024;2;1610;J;0
2024;2;501;L;1
2024;2;2189;M;0
2024;2;9901;N;10
2024;2;105;P;0
2024;2;3062;R;0
2024;2;741;S;0
2024;2;9661;A;1
2024;2;3122;B;0
2024;2;24207;C;4
